Body,,,,,,,,Foods,,,Activities,,,,,,,,,,,Sleep,,,,
Date,Weight,BMI,Fat,Blood Pressure,Normal Heart Rate,Glucose (Morning),,Date,Calories In,,Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,,Date,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,872,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,43,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,250,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,775",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,940",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,22 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,25 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,319 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"1,919 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,99 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141006,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,436,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,43,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,323,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,309",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,111",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,19 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,18 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,290 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"2,850 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,67 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141007,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,872,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,365,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,432",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,755",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,19 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,29 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,345 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"1,812 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,56 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141008,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,654,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,85,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,371,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,186",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,296",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,15 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,12 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,266 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"1,961 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,56 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141009,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,872,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,118,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,288",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,364",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,12 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,2 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,182 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"1,459 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,48 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141010,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,"1,090",,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,327,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,032",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,535",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,43 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,12 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,250 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"2,087 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,56 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141011,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,345,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,604",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,035",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,26 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,4 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,117 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"1,528 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,43 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141012,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,"1,090",,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,43,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,285,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,943,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,361",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,17 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,12 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,243 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"2,262 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,52 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141013,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,872,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,250,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,009",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,217",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,8 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,8 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,237 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"2,241 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,41 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141014,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,586,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,597,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,156",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,425",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,31 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,9 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,187 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"2,607 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,65 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141015,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,"1,022",,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,407,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,416",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,931",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,57 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,11 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,198 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"1,527 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,110 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141016,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,"1,022",,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,350,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,846,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,304",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,22 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,13 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,223 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"3,055 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,81 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141017,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,872,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,330,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,186",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,474",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,22 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,6 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,284 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"3,350 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,52 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141018,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,368,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,128,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,280,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,777",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,553",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,25 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,9 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,257 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"2,480 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,41 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141019,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,"1,022",,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,71,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,240,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,982,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,315",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,15 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,12 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,235 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"1,205 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,35 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141020,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,"1,074",,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,617,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,886,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,663",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,32 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,8 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,185 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"2,007 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,52 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141021,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,775,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,373,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,"1,193",,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,427",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,34 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,13 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,249 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"2,918 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,73 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141022,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,654,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,493,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,941,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,174",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,28 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,4 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,180 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"2,695 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,79 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141023,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,"1,090",,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,283,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,387,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"1,846",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,22 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,11 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,246 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"1,806 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,45 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141024,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,"1,526",,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,352,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,678,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,642",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,42 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,13 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,218 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"1,464 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,92 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141025,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,"1,720",,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,392,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,487,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,685",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,24 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,19 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,270 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,"1,750 mg",,,,,,,,,,,,,,,,,,,,,,,,
,Protein,70 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20141026,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal,Food,Calories,,,,,,,,,,,,,,,,,,,,,,,,
Anytime,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snacks Summary,"1,518",,,,,,,,,,,,,,,,,,,,,,,,
Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast Summary,86,,,,,,,,,,,,,,,,,,,,,,,,
Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch Summary,8,,,,,,,,,,,,,,,,,,,,,,,,
Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner Summary,862,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,"2,474",,,,,,,,,,,,,,,,,,,,,,,,
,Fat,34 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,4 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,263 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,957 mg,,,,,,,,,,,,,,,,,,,,,,,,
